es.id;publication_number;year;geographic_continent;geographic_country;latitude;longitude;response_var;mosquito_species;mosquito_genus;life_stage;n;r;z;var_z;vector_status
168;163;2016;oceania;australia;-16,805175;145,668897;abundance;notoscriptus;aedes;adult;24;-0,557580715;-0,629315516;0,047619048;C
169;163;2016;oceania;australia;-16,805175;145,668897;abundance;gelidus;culex;adult;24;0,299647232;0,309131992;0,047619048;C
170;163;2016;oceania;australia;-16,805175;145,668897;abundance;farauti;anopheles;adult;24;0,262445336;0,268732828;0,047619048;B
171;163;2016;oceania;australia;-16,805175;145,668897;abundance;nr.crassipes;coquillettidia;adult;24;-0,304213814;-0,314156644;0,047619048;A
172;163;2016;oceania;australia;-16,805175;145,668897;diversity;NA;NA;adult;24;-0,154510113;-0,15575759;0,047619048;NA
173;164;2016;europe;spain;37,061749;-6,353306;abundance;atroparvus;anopheles;adult;90;-0,145335646;-0,146372095;0,011494253;B
174;164;2016;europe;spain;37,061749;-6,353306;abundance;modestus;culex;adult;90;-0,188198942;-0,190469319;0,011494253;B
175;164;2016;europe;spain;37,061749;-6,353306;abundance;perexiguus;culex;adult;90;-0,180599838;-0,182602681;0,011494253;C
176;164;2016;europe;spain;37,061749;-6,353306;abundance;pipiens;culex;adult;90;-0,198694554;-0,201373084;0,011494253;D
177;164;2016;europe;spain;37,061749;-6,353306;abundance;theileri;culex;adult;90;-0,237844792;-0,242488428;0,011494253;C
178;164;2016;europe;spain;37,061749;-6,353306;abundance;caspius;aedes;adult;90;-0,329627369;-0,342410142;0,011494253;B
179;164;2016;europe;spain;37,061749;-6,353306;diversity;NA;NA;adult;90;-0,373666222;-0,392677549;0,011494253;NA
180;165;2016;north_america;florida;29,89889;-81,41725;abundance;nigripalpus;culex;adult;68;-0,5433231;-0,608858545;0,015384615;B
181;165;2016;north_america;florida;29,89889;-81,41725;abundance;quinquefasciatus;culex;adult;68;0,3967367;0,419770057;0,015384615;D
182;166;2016;europe;italy;41,917535;12,529063;abundance;albopictus;aedes;adult;18;0,3425454;0,356973466;0,066666667;E
183;170;2016;asia;india;11,943189;79,822718;abundance;aegypti;aedes;immature;8;0,270071309;0,276940741;0,2;D
184;170;2016;asia;india;11,943189;79,822718;abundance;albopictus;aedes;immature;8;0,079447073;0,079614861;0,2;E
185;172;2016;oceania;australia;-9,737609;142,35009;abundance;sitiens;culex;adult;8;-0,484660918;-0,529058295;0,2;C
186;172;2016;oceania;australia;-9,737609;142,35009;abundance;kochi;aedes;adult;8;-0,026783756;-0,026790164;0,2;B
187;172;2016;oceania;australia;-9,737609;142,35009;abundance;farauti;anopheles;adult;8;-0,264380483;-0,270812259;0,2;B
188;172;2016;oceania;australia;-9,737609;142,35009;abundance;nr.crassipes;coquillettidia;adult;8;-0,373904071;-0,392954026;0,2;A
189;172;2016;oceania;australia;-9,737609;142,35009;abundance;funerea;verrallina;adult;8;-0,50152201;-0,551337554;0,2;A
190;172;2016;oceania;australia;-9,737609;142,35009;abundance;catasticta;aedeomyia;adult;8;-0,357452928;-0,373962648;0,2;A
191;172;2016;oceania;australia;-9,737609;142,35009;abundance;uniformis;mansonia;adult;8;-0,325031063;-0,337262255;0,2;D
192;172;2016;oceania;australia;-9,737609;142,35009;abundance;notoscriptus;aedes;adult;8;-0,161561012;-0,162989133;0,2;C
193;172;2016;oceania;australia;-9,737609;142,35009;diversity;NA;NA;adult;8;-0,707106789;-0,881373602;0,2;NA
194;173;2016;asia;india;9,775261;78,189043;diversity;NA;NA;immature;12;-0,595049137;-0,685447044;0,111111111;NA
195;174;2016;asia;thailand;6,304666;101,824413;abundance;aegypti;aedes;immature;182;-0,244461428;-0,249513646;0,005586592;D
196;174;2016;asia;thailand;6,304666;101,824413;abundance;albopictus;aedes;immature;186;-0,018928862;-0,018931124;0,005464481;E
197;175;2016;africa;tanzania;-3,36795;37,359498;abundance;aegypti;aedes;adult;14;0,428572078;0,458146161;0,090909091;D
198;177;2016;south_america;brazil;0,618793;-60,383099;presence;darlingi;anopheles;immature;21;-0,692321521;-0,852400604;0,055555556;B
199;178;2015;asia;india;22,750503;88,225762;presence;aegypti;aedes;immature;24;0,114975308;0,115485996;0,047619048;D
200;178;2015;asia;india;22,750503;88,225762;presence;albopictus;aedes;immature;24;0,034798019;0,034812075;0,047619048;E
201;189;2015;north_america;new_jersey;40,478017;-74,566316;abundance;restuans;culex;immature;38;-0,308574048;-0,318968624;0,028571429;B
202;189;2015;north_america;new_jersey;40,478017;-74,566316;abundance;pipiens;culex;immature;38;0,224859507;0,228768567;0,028571429;D
203;190;2015;europe;france;44,232638;4,887894;presence;albopictus;aedes;immature;1000;0,311476295;0,322179489;0,001003009;E
204;196;2014;asia;china;23,394606;113,425424;presence;albopictus;aedes;immature;4399;0,143411223;0,144406706;0,00022748;E
205;196;2014;asia;china;23,394606;113,425424;abundance;albopictus;aedes;adult;10;0,841596939;1,226622785;0,142857143;E
206;198;2014;africa;zambia;-14,385664;28,733614;abundance;funestus;anopheles;adult;8;-0,510253242;-0,563072094;0,2;B
207;198;2014;africa;zambia;-14,385664;28,733614;abundance;quinquefasciatus;culex;adult;8;0,334498635;0,347885129;0,2;D
208;202;2014;africa;kenya;-0,991295;37,099895;presence;gambiae;anopheles;immature;6770;0,07982582;0,079996026;0,000147776;C
209;203;2014;oceania;australia;-34,687666;138,558152;abundance;quinquefasciatus;culex;adult;8;0,7232748;0,914478379;0,2;D
210;203;2014;oceania;australia;-34,687666;138,558152;abundance;notoscriptus;aedes;adult;8;0,4152912;0,441988319;0,2;C
211;203;2014;oceania;australia;-34,687666;138,558152;abundance;vigilax;aedes;adult;8;-0,8109132;-1,129690179;0,2;B
212;203;2014;oceania;australia;-34,687666;138,558152;abundance;globocoxitus;culex;adult;8;-0,6631089;-0,798342114;0,2;A
213;203;2014;oceania;australia;-34,687666;138,558152;abundance;camptorhynchus;aedes;adult;8;-0,7653108;-1,008909979;0,2;B
214;203;2014;oceania;australia;-34,687666;138,558152;abundance;pipiens;culex;adult;8;-0,6614982;-0,795472797;0,2;D
215;203;2014;oceania;australia;-34,687666;138,558152;diversity;NA;NA;adult;8;-0,7955802;-1,086453879;0,2;NA
216;205;2014;north_america;illinois;40,09695;-88,213084;abundance;pipiens;culex;adult;126;-0,05763277;-0,057696707;0,008130081;D
217;205;2014;north_america;illinois;40,09695;-88,213084;abundance;restuans;culex;adult;126;0,062440464;0,062521803;0,008130081;B
218;205;2014;north_america;illinois;40,09695;-88,213084;abundance;japonicus;aedes;adult;126;-0,370283941;-0,388752117;0,008130081;D
219;205;2014;north_america;illinois;40,09695;-88,213084;diversity;NA;NA;adult;126;-0,333405788;-0,346655104;0,008130081;NA
220;208;2014;asia;india;8,524666;76,932635;presence;albopictus;aedes;immature;70;-0,018373833;-0,018375901;0,014925373;E
221;208;2014;asia;india;8,524666;76,932635;presence;aegypti;aedes;immature;70;0,519331005;0,575423258;0,014925373;D
222;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;albopictus;aedes;adult;32;-0,563581051;-0,63806567;0,034482759;E
223;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;vexans;aedes;adult;32;-0,033191288;-0,033203484;0,034482759;C
224;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;erraticus;culex;adult;32;-0,192749835;-0,195191546;0,034482759;B
225;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;quinquefasciatus;culex;adult;32;0,288526642;0,296958367;0,034482759;D
226;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;tarsalis;culex;adult;32;0,096445213;0,096745927;0,034482759;B
227;213;2013;north_america;oklahoma;36,117989;-97,134387;abundance;columbiae;psorophora;adult;32;0,553441233;0,623328446;0,034482759;B
228;215;2013;africa;nigeria;7,859048;3,401464;abundance;gambiae;anopheles;both;22;-0,500398117;-0,549837108;0,052631579;C
229;215;2013;africa;nigeria;7,859048;3,401464;abundance;funestus;anopheles;both;22;-0,780323653;-1,046197571;0,052631579;B
230;215;2013;africa;nigeria;7,859048;3,401464;abundance;rhodesiensis;anopheles;both;22;-0,348463356;-0,363693664;0,052631579;A
231;215;2013;africa;nigeria;7,859048;3,401464;diversity;NA;NA;both;22;-0,737234179;-0,944393178;0,052631579;NA
232;216;2013;asia;thailand;14,279418;101,170638;abundance;aegypti;aedes;adult;8;0,900988915;1,47744885;0,2;D
233;216;2013;asia;thailand;14,279418;101,170638;abundance;albopictus;aedes;adult;8;0,269836201;0,276687152;0,2;E
234;216;2013;asia;thailand;14,279418;101,170638;abundance;fuscocephala;culex;adult;8;0,782335969;1,051363697;0,2;B
235;216;2013;asia;thailand;14,279418;101,170638;abundance;gelidus;culex;adult;8;0,820891079;1,159543573;0,2;C
236;216;2013;asia;thailand;14,279418;101,170638;abundance;quinquefasciatus;culex;adult;8;0,90887274;1,521005581;0,2;D
237;216;2013;asia;thailand;14,279418;101,170638;abundance;bitaeniorhynchus;culex;adult;8;-0,26914969;-0,275946878;0,2;C
238;216;2013;asia;thailand;14,279418;101,170638;abundance;subalbatus;armigeres;adult;8;0,291853139;0,300590753;0,2;B
239;216;2013;asia;thailand;14,279418;101,170638;diversity;NA;NA;adult;8;0,500066763;0,549395166;0,2;NA
240;216;2013;south_america;venezuela;6,974598;-64,73805;abundance;darlingi;anopheles;adult;12;0,596358944;0,687477324;0,111111111;B
241;216;2013;south_america;venezuela;6,974598;-64,73805;abundance;nuneztovari;anopheles;adult;12;0,432799525;0,463336353;0,111111111;B
242;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;squamipennis;aedeomyia;immature;11;-0,1226448;-0,123265341;0,125;A
243;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;albifasciatus;aedes;immature;11;-0,40489137;-0,429485651;0,125;B
244;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;crinifer;aedes;immature;11;-0,08463423;-0,08483718;0,125;A
245;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;dolosus;culex;immature;11;0,53065681;0,59105898;0,125;A
246;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;maxi;culex;immature;11;-0,17757492;-0,17947753;0,125;A
247;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;indubitans;mansonia;immature;11;0,45396914;0,48968847;0,125;A
248;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;ciliata;psorophora;immature;11;0,15119018;0,152358234;0,125;B
249;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;cyanescens;psorophora;immature;11;-0,4091206;-0,434554583;0,125;A
250;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;nataliae;uranotaenia;immature;11;0,27585208;0,283186926;0,125;A
251;225;2013;south_america;argentina;-33,682257;-58,85488;abundance;pulcherrima;uranotaenia;immature;11;-0,16469372;-0,166207485;0,125;A
252;236;2012;north_america;new_jersey;40,353058;-74,321749;presence;albopictus;aedes;immature;190;0,401079351;0,424934534;0,005347594;E
253;236;2012;north_america;new_jersey;40,353058;-74,321749;presence;japonicus;aedes;immature;190;0,227985843;0,232063846;0,005347594;D
254;247;2011;north_america;georgia;31,232174;-84,459511;abundance;canadensis;aedes;adult;8;0,178895;0,180840922;0,2;C
255;247;2011;north_america;georgia;31,232174;-84,459511;abundance;fulvus;aedes;adult;8;-0,5126458;-0,566312207;0,2;A
256;247;2011;north_america;georgia;31,232174;-84,459511;abundance;infirmatus;aedes;adult;8;-0,4462047;-0,479951416;0,2;B
257;247;2011;north_america;georgia;31,232174;-84,459511;abundance;mitchellae;aedes;adult;8;0,2919196;0,300663403;0,2;A
258;247;2011;north_america;georgia;31,232174;-84,459511;abundance;sticticus;aedes;adult;8;-0,3936372;-0,416096906;0,2;A
259;247;2011;north_america;georgia;31,232174;-84,459511;abundance;triseriatus;aedes;adult;8;-0,2359876;-0,240520793;0,2;B
260;247;2011;north_america;georgia;31,232174;-84,459511;abundance;vexans;aedes;adult;8;0,4697368;0,509732565;0,2;C
261;247;2011;north_america;georgia;31,232174;-84,459511;abundance;crucians;anopheles;adult;8;-0,287005;-0,295299342;0,2;A
262;247;2011;north_america;georgia;31,232174;-84,459511;abundance;punctipennis;anopheles;adult;8;-0,8093698;-1,125199231;0,2;B
263;247;2011;north_america;georgia;31,232174;-84,459511;abundance;quadrimaculatus;anopheles;adult;8;0,768853;1,017516361;0,2;C
264;247;2011;north_america;georgia;31,232174;-84,459511;abundance;coronator;culex;adult;8;0,8428021;1,230768526;0,2;A
265;247;2011;north_america;georgia;31,232174;-84,459511;abundance;erraticus;culex;adult;8;0,1860576;0,188250272;0,2;B
266;247;2011;north_america;georgia;31,232174;-84,459511;abundance;nigripalpus;culex;adult;8;0,5028891;0,553165731;0,2;B
267;247;2011;north_america;georgia;31,232174;-84,459511;abundance;quinquefasciatus;culex;adult;8;0,8465966;1,244014248;0,2;D
268;247;2011;north_america;georgia;31,232174;-84,459511;abundance;restuans;culex;adult;8;-0,2184324;-0,222009374;0,2;B
269;247;2011;north_america;georgia;31,232174;-84,459511;abundance;salinarius;culex;adult;8;0,7143274;0,895964848;0,2;B
270;247;2011;north_america;georgia;31,232174;-84,459511;abundance;territans;culex;adult;8;-0,4973689;-0,545804139;0,2;A
271;247;2011;north_america;georgia;31,232174;-84,459511;abundance;ciliata;psorophora;adult;8;0,5266597;0,585511422;0,2;B
272;247;2011;north_america;georgia;31,232174;-84,459511;abundance;columbiae;psorophora;adult;8;0,8507105;1,258718762;0,2;B
273;247;2011;north_america;georgia;31,232174;-84,459511;abundance;cyanescens;psorophora;adult;8;0,9001938;1,473240427;0,2;A
274;247;2011;north_america;georgia;31,232174;-84,459511;abundance;ferox;psorophora;adult;8;-0,3886508;-0,410209795;0,2;B
275;247;2011;north_america;georgia;31,232174;-84,459511;abundance;howardii;psorophora;adult;8;0,5229838;0,580438132;0,2;A
276;250;2011;oceania;australia;-42,88154;147,786193;abundance;camptorhynchus;aedes;immature;6;-0,1956473;-0,198202568;0,333333333;B
277;260;2011;north_america;virginia;37,590417;-77,432578;abundance;pipiens;culex;adult;37;0,467375353;0,50670683;0,029411765;D
278;260;2011;north_america;virginia;37,590417;-77,432578;abundance;albopictus;aedes;adult;37;-0,21137708;-0,214612395;0,029411765;E
279;262;2011;north_america;illinois;41,678306;-87,811398;abundance;vexans;aedes;adult;8;-0,539591747;-0,60357948;0,2;C
280;262;2011;north_america;illinois;41,678306;-87,811398;abundance;punctipennis;anopheles;adult;8;-0,07872972;-0,078892993;0,2;B
281;262;2011;north_america;illinois;41,678306;-87,811398;abundance;quadrimaculatus;anopheles;adult;8;-0,298919821;-0,308333016;0,2;C
282;262;2011;north_america;illinois;41,678306;-87,811398;abundance;perturbans;coquillettidia;adult;8;-0,126387222;-0,127066705;0,2;B
283;262;2011;north_america;illinois;41,678306;-87,811398;abundance;pipiens;culex;adult;8;-0,202388622;-0,205221945;0,2;D
284;262;2011;north_america;illinois;41,678306;-87,811398;abundance;restuans;culex;adult;8;-0,210945467;-0,214160638;0,2;B
285;262;2011;north_america;illinois;41,678306;-87,811398;abundance;triseriatus;aedes;adult;8;-0,473191155;-0,514174211;0,2;B
286;262;2011;north_america;illinois;41,678306;-87,811398;abundance;trivittatus;aedes;adult;8;-0,207454397;-0,210509785;0,2;B
287;262;2011;north_america;illinois;41,678306;-87,811398;diversity;NA;NA;adult;8;-0,343895681;-0,35850405;0,2;NA
288;267;2010;asia;india;27,289726;93,804191;presence;baimaii;anopheles;immature;246;0,32094704;0,332702546;0,004115226;A
289;270;2010;north_america;new_york;42,978298;-78,791749;abundance;pipiens;culex;adult;46;0,602494813;0,697054485;0,023255814;D
290;270;2010;north_america;new_york;42,978298;-78,791749;abundance;vexans;aedes;adult;89;-0,248997992;-0,254344288;0,011627907;C
291;276;2009;south_america;brazil;-22,924689;-43,308143;abundance;aegypti;aedes;adult;80;0,863868426;1,308393764;0,012987013;D
292;279;2009;south_america;peru;-4,098054;-73,455302;presence;darlingi;anopheles;immature;28;0,509536626;0,562103704;0,04;B
293;281;2009;oceania;new_zealand;-36,580804;174,565779;abundance;pervigilans;culex;adult;8;0,3435963;0,358164554;0,2;A
294;281;2009;oceania;new_zealand;-36,580804;174,565779;abundance;antipodeus;aedes;adult;8;-0,4911298;-0,537548196;0,2;A
295;281;2009;oceania;new_zealand;-36,580804;174,565779;abundance;notoscriptus;aedes;adult;8;0,3636789;0,381119045;0,2;C
296;284;2009;africa;mayotte;-12,87293;45,16453;presence;aegypti;aedes;immature;12;-0,19297348;-0,195423832;0,111111111;D
297;284;2009;africa;mayotte;-12,87293;45,16453;presence;albopictus;aedes;immature;12;0,760219075;0,99673393;0,111111111;E
298;285;2009;south_america;puerto_rico;18,292365;-66,068286;abundance;aegypti;aedes;immature;23;0,718178798;0,903873669;0,05;D
299;285;2009;south_america;puerto_rico;18,292365;-66,068286;abundance;mediovittatus;aedes;immature;23;-0,425292259;-0,454135266;0,05;B
300;288;2008;south_america;peru;-3,740783;-73,280002;abundance;declarator;culex;adult;10;-0,205860851;-0,208845147;0,142857143;A
301;288;2008;south_america;peru;-3,740783;-73,280002;abundance;quinquefasciatus;culex;adult;10;0,263747939;0,270132302;0,142857143;D
302;288;2008;south_america;peru;-3,740783;-73,280002;abundance;ocossa;culex;adult;10;-0,63842139;-0,755504509;0,142857143;B
303;288;2008;south_america;peru;-3,740783;-73,280002;abundance;indubitans;mansonia;adult;10;-0,62428124;-0,731989899;0,142857143;A
304;288;2008;south_america;peru;-3,740783;-73,280002;diversity;NA;NA;adult;10;-0,56627791;-0,642026671;0,142857143;NA
305;293;2007;north_america;iowa;42,46085;-92,305277;abundance;trivittatus;aedes;adult;87;-0,7;-0,867300528;0,011904762;B
306;293;2007;north_america;iowa;42,46085;-92,305277;abundance;vexans;aedes;adult;87;-0,517;-0,572236663;0,011904762;C
307;301;2007;africa;mali;14,299723;-5,983491;abundance;gambiae;anopheles;adult;17;0,7307469;0,930328249;0,071428571;C
308;304;2006;north_america;florida;26,74239;-80,967147;abundance;aegypti;aedes;immature;45;0,628490254;0,738916772;0,023809524;D
309;304;2006;north_america;florida;26,74239;-80,967147;abundance;albopictus;aedes;immature;45;-0,56302753;-0,637254875;0,023809524;E
310;306;2006;north_america;connecticut;41,19125;-73,334396;abundance;pipiens;culex;adult;32;0,19294788;0,195397241;0,034482759;D
311;306;2006;north_america;connecticut;41,19125;-73,334396;abundance;salinarius;culex;adult;33;0,187680634;0,189932033;0,033333333;B
312;306;2006;north_america;connecticut;41,19125;-73,334396;abundance;vexans;aedes;adult;34;0,128489327;0,129203513;0,032258065;C
313;306;2006;north_america;connecticut;41,19125;-73,334396;abundance;melanura;culiseta;adult;35;-0,113798745;-0,114293835;0,03125;B
314;314;2005;north_america;new_york;42,278891;-75,145799;abundance;restuans;culex;immature;18;-0,542272627;-0,607369294;0,066666667;B
315;320;2004;asia;india;15,058416;74,134354;presence;aegypti;aedes;immature;934;0,438387277;0,470232656;0,001074114;D
316;321;2004;south_america;brazil;-22,946273;-43,287374;abundance;albopictus;aedes;immature;5;0,7645103;1,006980652;0,5;E
317;321;2004;south_america;brazil;-22,946273;-43,287374;abundance;durhamii;limatus;immature;5;0,7642968;1,006467045;0,5;A
318;321;2004;south_america;brazil;-22,946273;-43,287374;abundance;dolosus;culex;immature;5;-0,8770385;-1,362789625;0,5;A
319;322;2004;africa;ghana;6,689384;-1,616118;abundance;gambiae;anopheles;adult;10;0,612268317;0,712541899;0,142857143;C
320;323;2003;north_america;virginia;37,166831;-82,046063;abundance;triseriatus;aedes;immature;341;-0,303724692;-0,313617728;0,00295858;B
321;323;2003;north_america;virginia;37,166831;-82,046063;abundance;albopictus;aedes;immature;341;0,398431177;0,421782676;0,00295858;E
322;326;2003;asia;thailand;18,784443;98,981186;abundance;minimus;anopheles;adult;6;-0,877344959;-1,364118967;0,333333333;B
323;326;2003;asia;thailand;18,784443;98,981186;abundance;maculatus;anopheles;adult;6;-0,480868857;-0,524113863;0,333333333;B
324;326;2003;asia;thailand;18,784443;98,981186;abundance;aconitus;anopheles;adult;6;-0,147291939;-0,148371185;0,333333333;B
325;326;2003;asia;thailand;18,784443;98,981186;abundance;hyrcanus;anopheles;adult;6;-0,444545614;-0,477881803;0,333333333;A
326;326;2003;asia;thailand;18,784443;98,981186;diversity;NA;NA;adult;6;-0,397239577;-0,420367015;0,333333333;NA
327;331;2000;north_america;massachusetts;41,882924;-70,891628;abundance;canadensis;aedes;adult;15;-0,353553391;-0,369498972;0,083333333;C
328;331;2000;north_america;massachusetts;41,882924;-70,891628;abundance;vexans;aedes;adult;15;0,418330013;0,445666079;0,083333333;C
329;334;1998;africa;kenya;0,105026;35,373144;presence;aegypti;aedes;immature;240;0,140097696;0,141025226;0,004219409;D
330;335;1997;asia;malaysia;3,498424;113,834164;abundance;donaldi;anopheles;adult;8;-0,88;-1,375767657;0,2;B
331;335;1997;asia;malaysia;3,498424;113,834164;abundance;tessellatus;anopheles;adult;8;-0,76;-0,996215082;0,2;B
332;335;1997;asia;malaysia;3,498424;113,834164;abundance;letifer;anopheles;adult;8;-0,89;-1,421925871;0,2;B
333;335;1997;asia;malaysia;3,498424;113,834164;abundance;albopictus;aedes;adult;8;0,61;0,708921359;0,2;E
334;335;1997;asia;malaysia;3,498424;113,834164;abundance;subpictus;anopheles;adult;8;-0,83;-1,188136404;0,2;C
335;335;1997;asia;malaysia;3,498424;113,834164;abundance;tritaeniorhynchus;culex;adult;8;-0,33;-0,342828254;0,2;C
336;337;1996;north_america;mexico;14,814404;-92,375889;abundance;albimanus;anopheles;adult;14;-0,39;-0,411800034;0,090909091;B
337;344;1992;asia;japan;33,556045;129,881728;presence;albopictus;aedes;immature;46;0;0;0,023255814;E
338;344;1992;asia;japan;33,556045;129,881728;presence;riversi;aedes;immature;46;-0,278968187;-0,286562835;0,023255814;A